age,income,claim_amount,num_claims,has_prior_fraud,is_fraud
46,30204,23196,1,0,0
26,112602,12603,1,0,0
30,77944,3488,1,0,0
23,62120,26192,2,0,0
23,42658,29897,2,1,1
37,57081,19802,1,0,0
69,54986,17411,0,0,0
20,99322,30666,2,1,1
34,114819,41975,2,1,0
66,70304,13770,2,0,0
29,85592,8977,2,1,1
65,78548,38429,2,0,0
64,118447,33031,1,1,0
62,59986,5549,1,1,0
18,94095,21337,3,1,0
34,111594,28365,1,0,0
20,108281,21645,2,1,0
43,86151,48797,2,0,0
32,93598,25507,2,0,0
53,48214,5973,5,1,1
49,58745,9436,0,0,0
49,62548,11086,2,0,0
21,30681,18740,4,1,0
35,26984,26518,1,1,0
66,47579,20851,2,0,0
36,110810,40732,1,0,0
60,74933,15842,1,0,0
69,47399,30954,1,0,0
52,51481,2745,0,1,0
57,20944,13697,0,0,0
31,113993,27933,2,1,0
50,29114,4879,0,0,0
31,59846,21161,2,0,0
51,103666,19499,1,1,0
21,97848,23641,0,1,0
41,52596,36035,6,1,1
46,95287,19651,0,0,0
36,26907,10688,2,1,0
23,48114,48833,2,0,0
50,45009,11988,2,0,0
66,104846,24470,1,1,0
57,70241,38249,2,0,0
36,55725,24849,1,0,0
18,38996,34697,2,0,0
22,26047,8773,2,1,0
44,48767,37092,3,0,1
33,36347,30076,1,0,0
23,44102,5587,2,0,0
57,24263,34124,1,0,0
30,87438,16787,2,1,0
65,116359,21448,3,1,0
52,50540,6499,3,0,0
36,95726,4841,0,0,0
29,83769,45890,5,0,0
33,60843,26402,4,0,0
60,47690,47177,0,1,0
27,22994,24055,2,1,0
42,87546,40827,3,1,0
37,27377,1665,1,1,0
48,98572,33271,5,1,0
21,46467,24237,3,1,0
61,20048,43988,1,0,0
40,56978,29267,1,0,0
19,67606,11774,2,0,0
39,101574,1553,4,1,1
68,118112,14860,2,0,0
54,93414,25903,1,0,0
25,113145,8045,2,0,0
24,69222,10380,3,1,0
31,68115,33917,1,1,1
20,109606,33261,2,0,0
67,60647,14343,5,0,0
33,74607,3853,0,1,0
36,77410,11128,2,1,1
68,41996,46348,0,0,0
35,74921,49022,0,1,1
69,103697,3736,0,1,0
33,66022,34724,2,0,0
25,60148,12440,1,0,0
50,87764,6180,3,0,0
66,111901,31284,2,1,0
29,110724,42375,2,0,0
28,28888,12646,2,0,0
22,108666,20029,5,1,1
44,59159,21158,4,1,1
29,62197,15342,4,0,0
34,104326,38781,1,0,0
23,110360,1084,0,0,0
50,118941,2935,2,1,0
22,44474,31466,7,1,0
45,37333,43376,1,0,0
31,56355,10262,1,0,0
22,119415,12604,2,1,0
50,93903,43481,1,1,0
67,86258,24133,1,0,0
65,51145,29667,0,1,0
58,95675,36241,1,1,0
36,69854,34503,0,0,0
39,87664,3838,2,1,0
22,106153,36330,6,1,0
19,113616,14440,1,1,0
47,55285,37674,7,1,0
64,37533,35040,1,0,0
56,52624,38604,2,1,0
21,66996,35630,1,1,0
50,66947,37994,4,0,0
30,47956,27339,3,1,0
37,71030,31384,2,0,1
24,78597,46378,1,1,0
32,62443,42782,3,1,0
40,118613,33643,3,1,0
31,85464,17926,2,0,0
40,23952,39977,2,1,0
36,76880,24652,3,0,1
46,72201,11270,4,0,0
37,62460,18268,3,1,0
46,42796,37417,3,1,0
41,51746,47894,4,0,0
35,106785,49841,3,0,0
27,20015,21317,2,0,0
58,69757,37434,2,0,0
25,45957,47125,3,0,0
43,101541,16448,2,0,0
46,41292,10913,1,0,0
27,51876,9566,2,0,0
34,80727,33444,1,0,0
19,67046,16605,0,1,0
23,34817,1557,1,0,1
22,111006,43240,1,0,1
45,29759,45383,2,0,0
58,68432,7040,5,0,0
22,26412,47652,1,1,0
35,77757,34896,2,0,0
43,40504,22804,1,1,0
37,28507,10292,4,1,0
58,41050,27110,0,1,1
66,24820,6349,1,1,0
44,27835,31374,3,0,0
66,113167,20009,1,1,0
29,33587,46087,1,0,0
24,77732,43591,2,0,0
20,71921,1057,0,0,0
27,65499,9503,1,1,1
51,26840,29293,3,1,1
42,85077,43961,3,0,0
52,51440,20121,3,1,0
33,55183,6493,1,1,0
19,116172,37645,3,1,0
41,22389,3282,0,0,0
27,75076,24170,3,1,0
55,86299,45143,3,0,0
39,109461,2431,1,1,0
43,112085,46294,1,1,0
60,59023,35543,4,1,0
56,70029,21591,0,0,0
44,59941,12351,4,1,0
46,108993,33483,1,0,1
64,73950,32195,3,0,0
55,106959,48407,1,1,0
37,96054,38153,2,1,0
44,85363,23735,1,0,1
58,81742,16203,1,0,0
37,117896,4974,2,1,0
61,65215,39673,2,1,0
36,67857,38233,1,1,0
37,75476,20686,1,0,0
52,48173,40713,4,1,0
64,29395,44826,1,1,0
19,79768,13636,2,0,0
47,104743,36070,2,0,0
51,66229,30123,0,1,0
39,46639,32812,2,0,0
20,82583,29760,0,0,0
23,48924,5966,1,1,0
32,92969,47215,2,1,0
44,50104,19426,3,0,0
27,57594,15162,0,0,0
26,23664,17058,1,1,0
50,30528,42482,2,1,0
49,48190,44667,0,0,1
65,86033,3998,3,0,0
23,81161,1909,1,1,0
58,93177,46497,3,1,0
53,90179,35648,4,0,0
19,90592,13497,3,0,0
46,52899,19944,1,1,0
21,90979,8527,3,1,0
18,37241,39464,1,1,0
36,66211,4072,1,1,0
43,83472,13018,1,0,0
42,94248,30652,3,0,0
27,93757,5476,0,1,0
32,51346,44835,2,1,0
39,101196,31232,0,0,0
68,97124,28482,3,1,0
65,62220,38257,5,0,0
38,37942,21875,2,1,0
39,69167,17219,1,1,0
53,56373,31448,3,0,0
51,87143,15367,2,0,0
47,22016,26120,2,0,0
42,89110,7855,2,1,0
62,66309,4097,3,1,0
45,27274,45585,4,0,0
18,35748,20889,1,0,1
66,40175,2084,1,1,0
62,31826,34320,3,0,0
21,103008,22944,0,1,0
24,54129,34921,3,0,1
66,90009,22857,1,0,0
26,43490,19070,0,1,0
53,61435,25475,1,1,0
36,95017,23219,0,0,0
18,28520,42457,0,1,0
27,111951,32489,2,1,0
53,103106,24178,2,1,0
26,81877,14483,1,0,0
62,39798,48802,0,0,1
63,74638,45927,4,1,0
59,89072,34573,1,1,0
49,87309,34688,3,0,0
49,49894,46930,1,1,0
23,82963,32529,0,0,0
65,74567,35211,0,0,0
55,55326,40816,1,0,0
34,75059,47475,2,0,0
27,25079,34978,1,0,0
67,45838,30677,2,1,0
44,107340,17004,2,1,1
67,67109,11272,2,1,0
52,105211,7212,1,0,0
69,45594,22071,3,0,0
38,62749,44108,1,1,0
42,56292,10700,2,1,0
45,94534,30980,0,0,0
64,99233,18297,5,0,0
32,71818,42349,3,1,0
21,33429,29625,6,1,0
46,77748,29831,1,0,0
26,68807,30367,1,0,0
44,27140,46813,1,0,0
43,83226,36338,0,0,1
36,34901,21121,4,0,0
45,108815,36547,0,1,0
34,48525,25914,2,0,0
60,40491,45396,4,1,0
58,88816,18178,3,0,0
59,54980,2722,2,0,0
67,115525,14885,1,0,0
37,28078,1102,2,0,0
62,111654,28435,2,0,0
57,109521,14262,1,0,0
56,68704,8453,2,1,0
66,36997,43407,2,0,0
40,99810,46174,0,0,0
64,20868,13224,0,0,0
49,46398,7172,5,0,0
69,101578,12252,1,0,0
64,117356,18918,7,0,0
50,41246,8197,1,0,0
63,40561,32591,4,1,0
22,36254,14677,2,1,0
60,54512,12039,0,1,0
65,109532,28785,4,1,0
51,114154,5570,2,1,0
57,97395,7706,2,1,0
28,77865,12655,1,1,0
67,43580,34202,0,1,0
20,90959,48907,1,0,0
50,92144,10449,3,1,0
28,62485,25630,2,1,0
33,70621,10122,4,1,0
35,70665,47371,0,1,0
47,90412,11991,0,0,0
65,70603,25887,3,1,0
27,41038,14859,1,0,0
35,113542,24640,4,1,0
55,116346,49339,3,1,0
36,34325,26532,3,0,0
53,55892,40229,1,0,0
30,21753,39764,5,0,1
63,115067,38620,1,1,0
20,37996,3512,1,0,0
27,88811,16446,2,0,0
55,94283,22912,0,0,0
18,65211,35031,1,0,0
44,82820,36515,1,0,0
63,20824,16416,0,0,0
25,33880,8280,5,0,0
68,86617,11974,4,1,0
63,31517,44746,0,0,0
59,41683,44775,1,1,0
34,36876,37531,2,0,0
26,76354,13227,3,1,0
23,93802,14031,3,0,0
60,96719,44283,4,0,0
42,106602,34000,4,1,0
56,98413,46312,2,1,0
66,29982,3028,1,1,1
45,94504,31433,5,0,0
50,46598,19313,1,1,0
54,34639,49790,6,0,0
26,90210,10650,3,0,0
35,89852,27224,1,0,0
38,29695,31364,1,0,1
19,68582,19361,2,0,0
60,51094,3413,4,0,0
55,80635,41794,1,0,0
57,42187,32070,1,1,0
53,21214,39186,4,0,0
67,43940,23409,0,0,1
60,64406,30854,1,0,0
54,111221,32206,3,1,0
32,63481,30655,2,1,0
45,35977,10952,0,1,0
35,64839,37365,1,0,0
51,77874,18762,2,0,0
39,78414,1620,1,1,0
28,45538,34697,0,0,0
30,76241,16455,1,1,0
21,93501,23210,3,1,0
39,95133,48673,0,0,0
24,80481,1974,3,1,0
60,47740,13679,3,0,1
41,83328,28429,2,1,0
21,92105,19073,1,0,0
45,70643,5671,4,1,0
32,31881,31365,1,1,0
18,56996,47367,3,0,0
20,52177,46578,1,1,0
31,57177,9917,3,1,0
55,86126,42121,2,1,0
67,76531,8784,2,0,0
18,46119,47993,3,1,1
55,47915,34426,0,0,0
55,22708,36665,2,1,0
38,58749,13291,3,1,0
65,64989,19926,2,1,0
46,42106,27154,4,0,0
22,37131,26650,5,1,0
66,66553,47340,3,0,0
27,78144,4205,0,1,0
45,26553,37812,0,0,0
38,37881,31294,1,1,0
67,21379,37201,3,1,0
24,110791,40479,1,1,0
20,89306,8384,1,1,0
62,39726,18261,3,0,0
64,29088,4059,3,1,0
37,54314,32734,0,0,1
36,75041,24391,2,0,0
52,36350,16915,2,0,0
21,119599,41281,3,1,0
22,101397,47633,1,0,0
18,99509,35442,1,0,0
21,37769,43568,1,0,0
29,67249,26793,1,0,0
44,102862,47746,4,0,0
59,66365,32989,2,1,0
40,70185,26305,2,1,0
42,22786,17767,4,1,0
38,21620,39652,2,1,0
69,56303,19196,1,1,0
41,39589,19708,1,0,0
42,22882,14383,8,1,0
62,82248,6248,0,1,0
63,69322,37197,3,0,0
49,44524,27440,4,1,0
49,29745,22230,4,1,0
22,35861,30654,2,0,0
53,111707,17611,2,1,1
63,111735,23457,2,1,0
59,74261,11256,4,1,0
66,22837,41971,2,1,0
59,94135,41533,1,0,0
56,101447,35290,2,1,0
33,74380,34459,2,1,0
50,106089,29281,2,1,0
66,69831,2739,0,0,1
38,109349,2525,1,1,0
26,58255,17453,7,1,0
23,49520,7251,1,1,0
68,49541,44208,3,1,0
62,85772,20507,1,0,0
52,47350,14860,3,0,0
56,64397,22108,5,0,0
39,97085,28906,1,0,1
58,83865,8649,1,0,1
22,75956,35055,3,0,0
59,47453,14193,3,1,0
40,82345,32022,3,1,0
34,32906,32656,1,1,0
29,34988,42535,2,1,0
40,47723,16913,4,0,0
33,53800,16629,3,1,1
20,59107,31692,4,0,0
47,47430,5954,4,0,0
39,52535,34512,2,1,0
26,88476,11719,1,0,0
46,107329,28649,2,1,0
64,97798,13402,2,0,0
54,72284,38344,1,0,0
40,76232,10216,2,0,1
30,64420,32050,9,1,0
49,57710,31272,2,1,0
63,92497,6050,3,1,0
69,112035,47716,2,0,0
64,60498,3438,1,0,0
65,51283,44150,1,0,0
40,86169,48431,1,0,0
62,92358,47837,2,1,0
34,82457,42587,2,1,1
57,45968,17760,1,1,0
38,82508,13078,4,0,0
19,83220,17473,0,1,0
54,105366,44815,1,0,0
23,25738,10257,4,0,0
61,23098,23450,2,0,0
35,115424,26634,2,1,1
47,93633,47573,2,0,0
39,98672,29648,4,0,0
50,58244,28176,3,1,0
47,28253,49980,4,0,0
34,74333,11296,3,0,0
60,70969,22959,1,1,0
49,110744,15570,1,0,0
59,90423,36423,4,0,0
68,64411,15727,1,1,1
31,95028,18899,0,0,0
27,55421,36785,0,0,0
64,21454,47910,4,1,0
68,37522,41111,1,0,0
53,58575,13339,1,0,0
51,23192,35341,2,0,0
26,75268,6597,3,0,0
59,101311,28112,3,1,0
45,30402,37694,2,1,0
28,98610,11244,3,1,0
31,100781,4796,0,1,0
56,56527,42591,1,1,0
64,72181,11053,2,0,1
36,111472,29528,2,0,0
32,47002,19648,2,0,0
45,101219,19431,3,0,0
41,32460,1535,4,1,0
25,50482,49469,1,0,0
60,36447,41652,2,1,0
26,68228,45493,1,0,0
64,103265,7881,5,1,0
50,70126,46785,1,0,1
50,40545,20481,2,1,0
36,75114,43235,0,1,0
20,113740,36841,2,1,0
27,95350,49731,0,0,0
57,77801,2025,3,0,1
64,33890,31869,3,1,1
59,72482,35819,1,1,0
18,83397,31192,4,0,0
46,21740,4621,3,1,0
67,50121,31566,1,0,1
51,31218,21947,1,1,0
68,91591,15405,2,0,0
30,108241,5403,3,1,0
18,54722,37091,4,1,0
51,69431,23525,4,1,0
46,71543,6017,6,1,0
65,62000,40203,3,0,0
64,91975,49260,1,0,0
30,50921,46938,1,0,0
65,119265,20729,3,0,0
66,108747,29430,2,1,0
46,50614,39584,3,0,0
56,81189,38372,1,0,0
41,37601,37192,3,0,0
43,113332,15628,1,1,0
34,91543,45629,1,0,1
24,40514,13501,4,0,0
30,103312,31131,2,0,1
22,87612,24566,0,0,0
43,110886,24824,0,1,0
66,36292,3812,3,0,0
20,51510,33812,0,1,0
24,48000,28326,1,0,1
66,50383,10402,1,1,0
56,31785,27325,4,1,0
18,60910,42553,4,0,0
66,59028,27000,4,0,0
34,44855,25259,1,0,1
60,44281,48349,2,1,0
42,24841,2926,2,1,0
20,117204,1856,0,0,0
32,80155,6988,2,1,0
46,46918,9743,3,0,0
60,76313,5138,1,0,0
49,37443,44848,3,0,0
43,52250,17082,0,0,0
33,21922,48638,1,0,0
42,51976,34374,2,1,1
45,31991,9863,1,1,0
26,73744,38790,3,0,0
18,42733,30807,1,1,1
46,22473,23118,5,1,0
39,28108,6149,1,1,0
33,48715,39079,0,0,0
58,52210,3484,0,0,0
68,57317,26191,3,0,0
61,85516,48780,0,1,0
68,53362,49601,5,1,0
58,74604,44809,0,0,0
24,24889,21791,0,1,1
31,109557,4807,1,1,0
46,93748,27648,2,0,0
36,51971,32090,4,1,0
36,70551,26100,1,1,0
19,23201,31949,3,1,0
58,109882,36941,3,0,0
62,57958,18857,1,0,1
32,99251,47980,0,1,0
20,25681,28850,1,1,0
28,66870,43967,3,1,0
63,102256,3412,0,1,0
47,87203,49861,0,1,0
57,48152,4182,1,1,0
35,70061,21948,3,1,1
68,77619,34782,2,1,0
65,78235,18253,1,0,0
19,93740,40681,0,0,0
49,57890,36495,0,1,0
25,110073,3852,2,1,0
39,81401,42845,2,1,1
23,31217,19992,1,0,0
29,68351,2273,1,1,0
64,53741,8649,0,1,1
57,40654,30002,2,1,0
53,81314,35723,1,0,0
32,21408,9778,0,0,0
45,62903,25776,1,1,1
69,104208,5549,3,1,0
66,21218,16863,3,1,1
62,70572,12809,4,0,0
35,78798,9302,0,0,0
19,50105,9100,1,1,0
30,89634,3911,2,1,0
62,85063,13091,3,0,0
32,27619,10099,4,0,0
37,31939,6663,3,0,0
46,38226,30904,2,1,0
59,45322,29291,6,0,0
46,78215,45649,2,0,0
20,36878,48136,3,0,0
36,26560,42066,1,1,0
20,58278,37104,1,1,0
31,56212,40137,3,1,0
57,114835,3534,1,0,0
21,93079,3226,2,0,0
69,43946,10585,2,1,0
28,51740,28260,2,0,0
48,27253,28411,5,1,0
60,99311,33934,1,0,1
49,52813,11902,0,1,0
44,84331,37392,2,1,0
47,47632,19731,2,1,0
60,68365,18788,1,0,0
19,87593,32126,6,1,0
66,53431,43485,3,1,0
26,57436,46369,2,0,0
45,38413,46871,3,0,0
48,115761,46798,1,0,0
51,58485,3774,2,0,0
32,88232,10017,3,1,0
65,36101,26700,3,1,0
42,28831,26144,3,1,0
53,104583,30910,0,0,0
25,71897,43918,2,1,0
26,25004,37507,3,0,0
54,108241,48679,1,1,0
65,65924,27685,2,0,0
62,41509,25402,1,0,1
56,57170,38232,2,0,0
49,63555,31063,2,0,0
69,34662,25125,3,0,0
34,85930,46149,1,1,0
52,67403,25020,1,0,1
54,56365,32703,0,0,0
36,82188,32769,2,1,0
61,96060,14746,2,0,0
46,118633,5094,0,1,0
24,46673,3930,0,1,0
45,83471,34531,0,0,0
26,37156,31755,3,1,0
45,77287,31105,5,0,1
23,21645,12552,2,0,0
46,79076,37218,4,0,0
34,114585,20779,2,1,0
33,95351,30000,1,0,1
40,70151,21103,1,1,0
48,87384,15102,2,0,0
20,119865,2861,1,0,0
38,53541,44574,1,0,0
43,92847,33682,2,0,0
53,107099,14283,3,1,0
59,100739,26597,2,0,0
54,70955,13436,2,0,0
39,29290,29424,1,0,0
59,78942,9890,2,0,0
29,102667,49120,0,0,0
59,50143,39297,2,0,0
30,44509,49611,6,1,0
28,107780,9299,0,1,0
33,56741,42348,1,1,0
25,46898,42384,2,0,0
57,119919,12157,2,0,0
57,105674,30763,1,0,0
62,82948,33687,6,1,0
19,81768,11191,0,1,0
47,63262,12767,1,0,1
47,25506,18911,1,1,0
29,40605,29629,3,1,0
27,98590,35794,1,0,1
61,48231,27944,4,0,0
28,99397,44726,1,1,0
32,97123,35623,2,1,0
33,33515,48831,1,0,0
34,107211,48683,0,1,0
43,58622,18981,3,1,0
19,36600,6958,1,0,0
67,47892,15705,3,0,1
29,103279,31636,2,1,0
68,89310,43876,3,1,0
43,41801,26152,2,0,0
40,57695,39529,2,0,0
35,48853,1688,0,0,0
49,24429,26365,2,1,0
66,24606,30663,4,1,1
55,24478,40074,2,0,0
64,103816,38840,1,1,0
20,60134,18739,3,1,0
55,89963,11909,3,0,0
20,90897,13713,2,1,0
47,45475,13614,2,1,0
18,86177,43089,2,1,0
47,41730,33561,3,1,0
62,41113,21734,2,0,0
49,40011,31709,1,1,0
45,75746,23885,1,0,0
38,62853,7086,2,1,0
63,105195,13731,3,1,1
30,56818,21592,1,0,0
44,57321,14341,2,1,0
53,41309,40435,3,1,0
24,38688,13976,0,1,0
39,48176,18374,4,1,0
27,88879,13333,1,1,0
56,87592,6290,1,1,0
32,104728,46812,1,1,0
32,109012,47305,2,0,0
21,29416,49437,0,0,0
49,59994,24586,0,0,0
40,86422,17340,2,1,0
23,28584,49723,2,0,0
41,113302,36655,2,1,0
37,38830,49562,2,1,0
54,105825,15560,2,0,0
37,97066,24997,1,1,0
29,23591,2340,2,0,0
50,113878,45697,3,0,0
45,41395,27013,2,0,0
25,74182,33862,5,0,0
18,36738,23282,2,1,0
54,22631,46608,1,0,0
39,37905,20076,4,0,0
23,39056,49524,4,1,0
38,109082,41894,2,0,0
49,55447,20665,1,1,0
52,74418,11923,3,0,0
32,57190,40821,3,0,0
22,46014,48940,0,1,0
63,92999,11935,3,0,0
67,70278,25041,1,0,0
65,21780,13467,3,1,1
23,111643,12073,1,0,0
42,79258,8691,3,0,0
63,117123,47538,2,1,0
57,62192,25490,1,0,0
46,79300,16688,4,1,0
24,110504,33969,1,1,0
57,119129,14829,0,0,0
30,63923,4086,2,1,0
55,109196,45073,0,0,0
35,22395,3590,1,1,0
19,117384,40893,1,0,0
25,35779,8860,0,0,1
28,91028,39176,4,1,0
50,49722,2948,3,1,0
55,27111,37731,1,0,0
65,29984,34461,1,0,1
44,117552,27295,2,0,0
37,113176,39131,1,0,0
29,92328,45893,3,1,0
60,46924,12924,3,1,0
48,72703,39655,3,0,0
44,52577,11851,1,0,0
49,27711,8734,4,0,0
27,105548,43681,1,1,0
20,119869,49959,9,0,0
62,24096,6293,0,0,0
44,86555,47613,2,1,0
52,109848,14820,2,0,0
48,95012,3291,3,0,0
32,28254,48163,2,1,0
33,117955,13391,5,0,0
30,97120,36466,2,0,0
66,25965,45334,4,1,0
52,97000,42970,0,0,0
69,97975,47823,3,1,0
28,77987,31796,1,1,0
38,52963,34809,1,1,0
68,113976,18591,2,0,0
28,23273,43640,1,1,0
47,35330,37389,0,1,0
65,41494,4352,1,0,0
52,96422,19062,0,0,0
39,23212,29172,3,0,0
55,103441,11937,1,1,0
48,107594,29121,2,0,0
31,21080,15602,0,0,0
41,52675,42740,1,1,0
67,42007,24136,0,1,0
66,102641,1945,1,1,1
49,115815,20812,1,0,0
53,66815,8973,2,1,0
49,103482,24552,3,0,0
32,20639,15118,0,1,0
60,83593,12290,2,0,0
52,98038,26123,3,1,0
20,113899,17383,2,1,0
33,23736,11366,2,0,0
22,36473,2797,1,1,0
38,54019,27456,0,1,0
27,106623,45016,1,1,0
36,114025,22427,0,1,0
42,56820,3257,4,1,0
21,104861,3197,0,0,0
46,77589,9222,3,1,0
36,85807,26187,1,1,0
60,38414,15152,2,1,0
19,44220,21781,4,1,0
27,80531,36680,3,0,0
60,62425,12004,1,0,0
42,29387,42642,0,0,0
37,96815,26515,5,0,0
65,47584,16416,4,0,0
36,64783,7152,5,0,0
40,59809,8172,1,1,0
41,74327,4185,2,1,0
28,30857,26352,2,1,0
63,62261,31743,3,1,0
51,93588,32212,3,0,1
45,36995,27618,4,0,0
22,33580,10161,3,0,0
22,38240,49533,1,0,0
68,103446,18467,1,0,0
38,95752,22589,4,0,0
29,66111,38630,3,0,0
67,110447,4070,3,1,0
21,54866,45708,1,0,0
66,100974,9563,3,0,0
59,93401,26254,0,1,0
37,102093,48699,1,0,0
55,32211,17585,1,1,1
42,78985,31297,4,0,0
31,53268,15772,2,1,0
28,23646,15455,4,1,0
49,75371,7299,2,0,1
28,62816,11188,3,1,0
35,109460,46454,1,1,1
44,64112,47779,1,1,0
35,71048,25763,3,1,0
40,74911,33517,1,0,0
28,95446,22555,1,1,0
38,21778,30323,3,1,1
61,65752,18938,0,0,0
22,104977,22983,1,0,0
40,90726,13874,0,1,0
58,100840,25805,4,1,0
42,47289,47209,0,0,0
58,64788,33822,0,0,0
27,24747,21750,2,1,0
39,94822,37799,2,0,0
36,20045,43083,3,1,0
18,115278,28946,2,1,0
24,27758,2552,1,0,0
21,43437,31049,4,1,0
18,39585,8795,3,0,0
32,118759,6271,2,0,0
57,29854,15665,4,0,0
29,72076,1115,0,0,0
39,76950,37381,1,1,0
39,37349,29994,4,1,0
67,116228,28186,4,1,0
64,41348,31267,1,1,0
34,54296,40140,1,1,0
46,39455,49898,3,0,1
63,98824,25935,3,1,0
31,74021,32748,2,1,0
67,91923,25603,1,0,0
37,59293,4837,2,0,0
67,119430,37301,4,0,0
65,108552,10610,2,0,0
50,66116,29615,2,1,0
60,60484,12108,3,0,0
32,50215,39599,2,1,0
29,101638,23347,4,0,0
57,23404,35062,7,0,1
37,57260,49431,2,0,0
47,85642,8550,1,1,0
55,100731,29205,2,1,1
20,66009,19459,1,1,0
45,112689,47598,3,0,0
43,49605,46799,2,1,0
47,73205,24750,1,0,1
30,57569,45637,2,1,0
30,25580,28729,4,0,0
19,25400,39585,5,1,0
54,59643,19162,5,1,0
66,116185,46635,2,0,0
55,116032,45854,0,0,0
19,106173,11690,3,1,1
53,59015,30104,2,1,0
43,91713,17757,5,1,0
28,92805,15770,1,0,0
25,34974,48097,4,0,0
61,34037,11457,3,1,0
57,104292,43802,2,1,0
60,36167,18957,4,1,0
39,108754,30619,1,0,0
37,110703,21828,4,0,0
25,63148,18171,3,0,0
46,92153,35313,0,0,0
57,41534,47127,2,0,0
43,110995,14146,1,0,0
47,106078,47266,0,0,0
34,76879,46939,3,0,0
37,85839,15202,2,1,0
69,49756,38142,1,1,0
33,32683,22831,1,0,0
63,69485,10849,3,0,0
60,118231,21439,1,0,0
24,31025,17990,2,0,0
33,106426,14336,1,1,0
62,38715,36344,1,1,0
64,90097,23953,1,1,0
65,118383,6051,4,1,0
44,112943,11068,1,1,0
40,107116,17967,1,0,0
41,95705,22773,3,0,0
26,37116,44769,3,0,0
52,56744,32014,4,0,0
68,107579,9847,2,1,0
37,22124,5881,0,1,0
54,58051,42182,2,1,0
59,27176,8699,2,0,0
34,111310,25180,0,1,1
64,84818,49813,1,0,0
48,38676,38891,2,1,0
25,65177,49979,1,1,0
32,110296,4550,1,1,0
48,20997,23163,4,0,0
47,79330,44402,2,1,0
63,63769,30675,3,0,0
37,98653,45945,2,0,0
56,31231,33934,1,0,0
29,115287,27592,1,1,1
66,92976,42077,5,1,0
34,105447,24039,1,1,0
59,75965,43769,1,1,0
47,101144,24726,2,0,0
46,115201,35974,0,1,0
36,81517,35018,1,0,0
63,112693,5558,1,0,0
28,114315,33174,2,1,0
51,115504,31405,4,0,0
67,47387,43631,1,0,1
24,24090,3151,2,1,0
61,44945,38845,0,0,0
51,60239,16552,1,1,0
37,23743,36065,2,1,0
67,50924,42996,3,0,0
55,30196,3614,1,1,0
41,111815,35647,1,0,0
27,88860,1620,0,1,0
49,61400,24082,1,1,0
69,105177,22891,3,1,0
32,113018,42030,2,1,1
54,118530,33314,2,1,0
37,100399,24500,5,0,0
20,68795,35693,2,1,0
54,71553,29018,1,0,0
57,44111,20567,0,1,0
25,83083,26978,0,0,0
57,81600,11553,1,0,0
61,70022,10630,4,0,0
40,23199,13003,3,0,1
57,70897,42444,3,0,0
28,58038,21648,2,1,0
63,75038,32607,1,0,0
25,27897,38666,1,0,0
46,84541,25821,1,0,0
47,34892,15601,1,1,1
27,28271,46904,3,1,0
56,44815,48346,3,1,1
45,65612,7121,3,1,0
66,53357,39557,3,0,0
53,95088,17310,1,1,0
30,36267,23098,3,1,0
49,38268,46902,3,1,0
53,34263,24531,1,0,0
54,90935,40253,2,1,0
43,115347,10980,3,0,0
39,79660,37393,0,1,0
21,85527,45280,1,0,0
48,83379,9951,2,1,0
35,114542,9117,2,0,0
55,61271,26979,1,0,0
41,86612,9989,4,0,0
40,27235,17915,0,1,0
39,108757,30535,1,0,0
19,36417,33124,2,1,0
48,118075,45376,1,1,0
28,54609,34366,0,0,0
45,53902,8428,3,0,0
63,43645,25881,0,1,0
49,82873,5904,3,1,0
22,107218,36677,1,0,0
55,84558,47319,0,1,0
27,82233,9922,1,0,0
57,43401,32160,1,0,0
63,27771,3025,0,1,0
41,61335,14220,3,1,0
52,94451,46958,2,1,0
61,99434,3766,2,0,1
65,87449,19482,3,1,0
40,112604,34159,2,0,0
34,21942,11935,2,0,0
18,40388,4784,1,0,0
48,103251,24050,4,1,0
48,77042,21221,2,1,0
59,73740,30179,2,1,0
59,85873,19069,2,0,0
51,67024,36682,4,1,0
26,43450,26994,3,0,0
39,76965,47011,2,1,1
30,30057,29767,2,1,0
42,113249,13282,1,0,1
65,28983,21110,4,0,0
35,39995,46733,3,0,0
68,111628,32232,0,1,1
29,97681,45273,2,0,0
57,58886,5951,0,1,0
34,109025,8655,3,1,0
32,116572,30461,4,1,0
59,115149,5610,4,1,1
32,114020,32617,1,0,0
32,22673,18468,2,1,1
56,54890,8583,4,0,0
30,97513,26583,7,1,0
34,43466,18701,1,0,0
49,112545,7880,1,1,0
26,70406,36117,1,1,0
57,23688,24721,4,1,0
37,89284,40976,2,0,0
43,33665,27854,1,1,0
44,40641,47488,2,0,0
38,52500,7881,2,0,0
35,55797,4722,0,0,0
30,104766,21077,2,0,0
33,65950,16332,1,0,0
26,45046,40992,3,1,0
29,29638,14229,0,1,0
61,106363,8802,3,0,0
55,41173,23101,1,1,0
36,33222,12439,1,1,0
24,70064,36902,1,0,0
52,57010,3598,3,0,0
65,38095,27761,3,0,0
35,21439,5052,0,0,0
33,105550,13741,0,1,0
56,25375,4824,1,1,0
21,109023,37288,0,0,0
42,111238,2249,1,1,0
49,40600,23970,2,0,0
57,22466,16565,0,0,0
30,65097,19458,1,1,0
62,73276,46765,1,0,0
34,70117,3014,3,1,0
66,66971,5944,2,1,0
54,26928,34716,4,1,0
